sample_id,model,dice,iou,mask_ratio,fp_ratio,fn_ratio
343,U-Net,0.890722941913916,0.802976078357506,0.066436767578125,0.219338539274231,0.0209003215434084
343,U-KAN(no-KAN),0.951845184518452,0.908115070845857,0.066436767578125,0.0698208543867708,0.0284795590261828
343,U-KAN,0.850135536336646,0.73933542882802,0.066436767578125,0.0229673863114378,0.243683968764355
343,Attention-U-KAN,0.948960739030023,0.902878488244342,0.066436767578125,0.0452457510335324,0.0562700964630225
354,U-Net,0.944597422623637,0.895011479858067,0.0697784423828125,0.0476711130548874,0.0623223267001968
354,U-KAN(no-KAN),0.929909042268593,0.869,0.0697784423828125,0.0933741526350317,0.0498578613601574
354,U-KAN,0.940613443550141,0.88788501026694,0.0697784423828125,0.0649464246665209,0.0544500328012246
354,Attention-U-KAN,0.937466365299752,0.882293354943274,0.0697784423828125,0.0793789634813033,0.0476711130548874
358,U-Net,0.784332412084247,0.645186578864848,0.0948486328125,0.0260617760617761,0.337998712998713
358,U-KAN(no-KAN),0.831923699838042,0.712216915729472,0.0948486328125,0.0442406692406692,0.256274131274131
358,U-KAN,0.795289684408855,0.66015014075696,0.0948486328125,0.0286357786357786,0.320945945945946
358,Attention-U-KAN,0.803586438778369,0.671662763466042,0.0948486328125,0.0304054054054054,0.307915057915058
360,U-Net,0.924004017408771,0.858742999377722,0.12158203125,0.00840863453815261,0.134036144578313
360,U-KAN(no-KAN),0.945131578947368,0.895971061494325,0.12158203125,0.0061495983935743,0.0985190763052209
360,U-KAN,0.952940408589518,0.910110958733325,0.12158203125,0.00665160642570281,0.0838353413654618
360,Attention-U-KAN,0.936462282651327,0.880516287645974,0.12158203125,0.0209588353413655,0.101029116465863
362,U-Net,0.961231361231361,0.925356547508798,0.0814666748046875,0.0112380595617157,0.0642442404944746
362,U-KAN(no-KAN),0.923503216229589,0.857878286449715,0.0814666748046875,0.0187300992695261,0.126053568083911
362,U-KAN,0.945634883503322,0.896876109336173,0.0814666748046875,0.0552537928451021,0.0535680839108447
362,Attention-U-KAN,0.937879678620419,0.883025830258303,0.0814666748046875,0.0151713804083162,0.103577448960479
368,U-Net,0.892670157068063,0.806146572104019,0.0186920166015625,0.0359183673469388,0.164897959183673
368,U-KAN(no-KAN),0.901533494753834,0.820720058780309,0.0186920166015625,0.111020408163265,0.0881632653061225
368,U-KAN,0.880650994575045,0.786752827140549,0.0186920166015625,0.0106122448979592,0.204897959183673
368,Attention-U-KAN,0.859444941808415,0.753532182103611,0.0186920166015625,0.04,0.216326530612245
370,U-Net,0.927232635060639,0.864337101747174,0.01458740234375,0.0177824267782427,0.120292887029289
370,U-KAN(no-KAN),0.93224043715847,0.873080859774821,0.01458740234375,0.0219665271966527,0.107740585774059
370,U-KAN,0.889786497403347,0.801455301455301,0.01458740234375,0.00627615062761506,0.193514644351464
370,Attention-U-KAN,0.938841201716738,0.884732052578362,0.01458740234375,0.0345188284518828,0.0847280334728033
373,U-Net,0.90539483971853,0.827142857142857,0.009613037109375,0.111111111111111,0.080952380952381
373,U-KAN(no-KAN),0.81924577373212,0.693832599118943,0.009613037109375,0.441269841269841,0
373,U-KAN,0.898598516075845,0.815868263473054,0.009613037109375,0.0603174603174603,0.134920634920635
373,Attention-U-KAN,0.930817610062893,0.870588235294118,0.009613037109375,0.0793650793650794,0.0603174603174603
376,U-Net,0.878366380585972,0.78311345646438,0.023468017578125,0.232119635890767,0.035110533159948
376,U-KAN(no-KAN),0.881492109038737,0.788096459722935,0.023468017578125,0.267230169050715,0.00130039011703511
376,U-KAN,0.827332010206975,0.705512572533849,0.023468017578125,0.344603381014304,0.0513654096228869
376,Attention-U-KAN,0.914609739826551,0.842655193607867,0.023468017578125,0.0578673602080624,0.108582574772432
378,U-Net,0.923337568826768,0.857592446892211,0.0170745849609375,0.135835567470956,0.0259159964253798
378,U-KAN(no-KAN),0.851808634772462,0.741869918699187,0.0170745849609375,0.319034852546917,0.0214477211796247
378,U-KAN,0.93169877408056,0.872131147540984,0.0170745849609375,0.0902591599642538,0.0491510277033065
378,Attention-U-KAN,0.887824351297405,0.798277099784637,0.0170745849609375,0.244861483467382,0.00625558534405719
38,U-Net,0.983832001486712,0.968178493050476,0.04150390625,0.00514705882352941,0.0268382352941176
38,U-KAN(no-KAN),0.958185683912119,0.919727891156463,0.04150390625,0.0808823529411765,0.00588235294117647
38,U-KAN,0.975609756097561,0.952380952380952,0.04150390625,0.0268382352941176,0.0220588235294118
38,Attention-U-KAN,0.968710435883523,0.93931953700456,0.04150390625,0.0481617647058824,0.0154411764705882
386,U-Net,0.836975822975003,0.719654706676845,0.255661010742188,0.0163533273649657,0.26857654431513
386,U-KAN(no-KAN),0.954049204756257,0.912135837646101,0.255661010742188,0.0263801850193972,0.0638018501939719
386,U-KAN,0.948099030149041,0.901319665370567,0.255661010742188,0.0130707251566697,0.0868994330050731
386,Attention-U-KAN,0.592816573366567,0.421278819908241,0.255661010742188,0.0276932259027156,0.567054610564011
387,U-Net,0.882150636248997,0.789149830786586,0.250503540039062,0.18791496619358,0.0625571054394835
387,U-KAN(no-KAN),0.93234487186971,0.873264078731547,0.250503540039062,0.11408905402936,0.0271060486081501
387,U-KAN,0.931293865860951,0.871421840028272,0.250503540039062,0.0341718949869038,0.0988000243649875
387,Attention-U-KAN,0.463461269411929,0.301626805875926,0.250503540039062,0.00347201072059451,0.697325942620454
388,U-Net,0.844889630866259,0.73143627954779,0.23211669921875,0.0234025769129634,0.251446226663161
388,U-KAN(no-KAN),0.948603723404255,0.902232340479352,0.23211669921875,0.0395082829345254,0.0621220089403103
